Date,daily_Deaths,daily_Confirmed
2020-06-30,5.0,25
2020-07-01,0.0,11
2020-07-02,0.0,6
2020-07-03,0.0,22
2020-07-04,0.0,13
2020-07-05,0.0,9
2020-07-06,0.0,27
2020-07-07,1.0,2
2020-07-08,0.0,7
2020-07-09,0.0,13
2020-07-10,0.0,15
2020-07-11,0.0,13
2020-07-12,1.0,37
2020-07-13,2.0,7
2020-07-14,1.0,0
2020-07-15,0.0,13
2020-07-16,2.0,15
2020-07-17,1.0,23
2020-07-18,0.0,26
2020-07-19,1.0,21
2020-07-20,0.0,12
2020-07-21,3.0,8
2020-07-22,0.0,63
2020-07-23,0.0,49
2020-07-24,1.0,25
2020-07-25,0.0,37
2020-07-26,1.0,18
2020-07-27,2.0,30
2020-07-28,1.0,39
2020-07-29,0.0,37
2020-07-30,0.0,30
2020-07-31,2.0,24
2020-08-01,0.0,40
2020-08-02,0.0,21
2020-08-03,2.0,24
2020-08-04,0.0,14
2020-08-05,2.0,54
2020-08-06,0.0,29
2020-08-07,0.0,94
2020-08-08,1.0,31
2020-08-09,0.0,47
2020-08-10,1.0,49
2020-08-11,1.0,58
2020-08-12,0.0,75
2020-08-13,0.0,78
2020-08-14,0.0,92
2020-08-15,0.0,69
2020-08-16,0.0,66
2020-08-17,1.0,47
2020-08-18,0.0,82
2020-08-19,0.0,114
2020-08-20,0.0,93
2020-08-21,0.0,129
2020-08-22,0.0,122
2020-08-23,1.0,206
2020-08-24,0.0,167
2020-08-25,1.0,208
2020-08-26,1.0,232
2020-08-27,3.0,208
2020-08-28,0.0,269
2020-08-29,0.0,285
2020-08-30,0.0,409
2020-08-31,0.0,240
2020-09-01,2.0,172
2020-09-02,0.0,242
2020-09-03,3.0,325
2020-09-04,1.0,343
2020-09-05,4.0,213
2020-09-06,1.0,224
2020-09-07,2.0,303
2020-09-08,2.0,425
2020-09-09,1.0,342
2020-09-10,4.0,278
2020-09-11,1.0,281
2020-09-12,0.0,216
2020-09-13,0.0,261
2020-09-14,4.0,159
2020-09-15,1.0,240
2020-09-16,1.0,337
2020-09-17,4.0,314
2020-09-18,3.0,377
2020-09-19,2.0,290
2020-09-20,1.0,250
2020-09-21,3.0,440
2020-09-22,1.0,281
2020-09-23,4.0,398
2020-09-24,3.0,307
2020-09-25,3.0,422
2020-09-26,6.0,386
2020-09-27,3.0,453
2020-09-28,4.0,405
2020-09-29,4.0,393
2020-09-30,3.0,465
2020-10-01,1.0,585
2020-10-02,3.0,551
2020-10-03,6.0,627
2020-10-04,1.0,648
2020-10-05,3.0,583
2020-10-06,9.0,582
2020-10-07,4.0,833
2020-10-08,3.0,1122
2020-10-09,9.0,1196
2020-10-10,4.0,1057
2020-10-11,3.0,998
2020-10-12,8.0,1007
2020-10-13,10.0,1062
2020-10-14,5.0,1346
2020-10-15,18.0,1693
2020-10-16,9.0,1932
2020-10-17,4.0,2124
2020-10-18,7.0,2051
2020-10-19,25.0,2241
2020-10-20,16.0,1928
2020-10-21,19.0,2579
2020-10-22,11.0,2630
2020-10-23,15.0,3408
2020-10-24,21.0,3006
2020-10-25,20.0,3755
2020-10-26,38.0,3042
2020-10-27,45.0,4094
2020-10-28,37.0,3968
2020-10-29,36.0,4706
2020-10-30,26.0,4853
2020-10-31,40.0,5283
2020-11-01,19.0,5525
2020-11-02,39.0,4431
2020-11-03,51.0,5196
2020-11-04,32.0,6112
2020-11-05,59.0,5909
2020-11-06,70.0,6438
2020-11-07,49.0,6444
2020-11-08,44.0,6647
2020-11-09,36.0,5148
2020-11-10,85.0,5382
2020-11-11,86.0,5775
2020-11-12,80.0,6741
2020-11-13,86.0,6779
2020-11-14,67.0,6750
2020-11-15,62.0,5733
2020-11-16,100.0,6315
2020-11-17,76.0,6078
2020-11-18,144.0,6937
2020-11-19,80.0,6177
2020-11-20,75.0,7260
2020-11-21,102.0,6314
2020-11-22,72.0,5849
2020-11-23,119.0,4248
2020-11-24,169.0,4506
2020-11-25,99.0,5719
2020-11-26,132.0,5755
2020-11-27,141.0,5936
2020-11-28,111.0,5623
2020-11-29,80.0,3922
2020-11-30,102.0,3733
2020-12-01,103.0,3702
2020-12-02,109.0,4373
2020-12-03,126.0,4756
2020-12-04,184.0,4131
2020-12-05,119.0,4370
2020-12-06,79.0,4092
2020-12-07,93.0,2518
2020-12-08,74.0,2564
2020-12-09,82.0,2730
2020-12-10,137.0,2994
2020-12-11,118.0,3750
2020-12-12,116.0,3561
2020-12-13,83.0,3135
2020-12-14,83.0,2208
2020-12-15,130.0,2044
2020-12-16,97.0,2859
2020-12-17,123.0,2642
2020-12-18,102.0,3117
2020-12-19,76.0,2809
2020-12-20,40.0,2257
2020-12-21,77.0,1776
2020-12-22,77.0,2066
2020-12-23,60.0,2674
2020-12-24,50.0,3351
2020-12-25,49.0,2753
2020-12-26,47.0,1407
2020-12-27,32.0,745
2020-12-28,95.0,1355
2020-12-29,100.0,1659
2020-12-30,104.0,3284
2020-12-31,68.0,4308
2021-01-01,42.0,4146
2021-01-02,60.0,994
2021-01-03,53.0,2025
2021-01-04,70.0,1843
2021-01-05,72.0,2229
2021-01-06,45.0,3947
2021-01-07,81.0,2429
2021-01-08,84.0,3081
2021-01-09,72.0,3766
2021-01-10,51.0,3359
2021-01-11,80.0,2137
2021-01-12,101.0,2516
2021-01-13,77.0,2946
2021-01-14,84.0,3557
2021-01-15,81.0,3207
2021-01-16,29.0,2934
2021-01-17,74.0,2684
2021-01-18,66.0,1520
2021-01-19,72.0,1883
2021-01-20,80.0,2830
2021-01-21,91.0,3053
2021-01-22,102.0,2918
2021-01-23,59.0,2903
2021-01-24,43.0,2709
2021-01-25,92.0,1542
2021-01-26,86.0,2427
2021-01-27,65.0,3155
2021-01-28,81.0,3167
2021-01-29,60.0,2964
2021-01-30,67.0,3000
2021-01-31,33.0,3187
2021-02-01,52.0,1796
2021-02-02,79.0,2260
2021-02-03,80.0,3496
2021-02-04,85.0,3395
2021-02-05,68.0,3585
2021-02-06,55.0,3341
2021-02-07,35.0,3237
2021-02-08,50.0,1991
2021-02-09,81.0,2511
2021-02-10,62.0,3464
2021-02-11,63.0,3857
2021-02-12,62.0,3326
2021-02-13,64.0,3598
2021-02-14,38.0,2894
2021-02-15,55.0,2042
2021-02-16,64.0,2530
2021-02-17,54.0,3271
2021-02-18,82.0,3325
2021-02-19,61.0,3411
2021-02-20,44.0,3368
2021-02-21,34.0,3221
2021-02-22,53.0,2138
2021-02-23,100.0,2874
2021-02-24,80.0,4265
2021-02-25,79.0,4575
2021-02-26,50.0,4676
2021-02-27,47.0,4063
2021-02-28,29.0,4587
2021-03-01,66.0,2993
2021-03-02,95.0,3580
2021-03-03,87.0,4939
2021-03-04,105.0,5174
2021-03-05,51.0,5294
2021-03-06,73.0,5288
2021-03-07,40.0,4707
2021-03-08,81.0,2663
2021-03-09,100.0,4537
2021-03-10,68.0,5455
2021-03-11,92.0,5872
2021-03-12,86.0,5452
2021-03-13,65.0,5476
2021-03-14,56.0,4772
2021-03-15,84.0,3164
2021-03-16,120.0,4489
2021-03-17,91.0,5122
2021-03-18,64.0,5431
2021-03-19,84.0,4732
2021-03-20,95.0,5152
2021-03-21,58.0,4286
2021-03-22,96.0,2545
2021-03-23,131.0,4179
2021-03-24,118.0,4592
2021-03-25,119.0,5013
2021-03-26,93.0,5109
2021-03-27,76.0,5237
2021-03-28,52.0,4743
2021-03-29,111.0,2428
2021-03-30,140.0,3683
2021-03-31,107.0,4805
2021-04-01,108.0,5638
2021-04-02,103.0,5211
2021-04-03,80.0,5256
2021-04-04,40.0,4644
2021-04-05,42.0,1856
2021-04-06,164.0,1592
2021-04-07,141.0,3270
2021-04-08,133.0,4874
2021-04-09,106.0,5126
2021-04-10,67.0,4813
2021-04-11,54.0,4352
2021-04-12,95.0,2620
2021-04-13,92.0,3751
2021-04-14,99.0,4760
2021-04-15,91.0,5142
2021-04-16,104.0,4392
2021-04-17,46.0,4658
2021-04-18,47.0,3938
2021-04-19,97.0,2225
2021-04-20,95.0,3699
2021-04-21,65.0,3876
2021-04-22,82.0,4722
2021-04-23,129.0,4638
2021-04-24,91.0,4151
2021-04-25,52.0,3912
2021-04-26,105.0,2107
2021-04-27,98.0,3298
2021-04-28,101.0,4012
2021-04-29,79.0,4361
2021-04-30,72.0,4008
2021-05-01,45.0,3873
2021-05-02,39.0,2712
2021-05-03,105.0,1607
2021-05-04,84.0,2823
2021-05-05,60.0,3299
2021-05-06,64.0,3048
2021-05-07,80.0,3048
2021-05-08,73.0,2959
2021-05-09,43.0,2457
2021-05-10,93.0,1438
2021-05-11,73.0,2194
2021-05-12,76.0,2320
2021-05-13,64.0,2183
2021-05-14,57.0,2235
2021-05-15,26.0,1945
2021-05-16,29.0,1753
2021-05-17,56.0,804
2021-05-18,57.0,1233
2021-05-19,36.0,1445
2021-05-20,73.0,1419
2021-05-21,132.0,1461
2021-05-22,44.0,1323
2021-05-23,29.0,1176
2021-05-24,42.0,562
2021-05-25,79.0,928
2021-05-26,30.0,1066
2021-05-27,59.0,1134
2021-05-28,35.0,937
2021-05-29,21.0,880
2021-05-30,8.0,694
2021-05-31,26.0,504
2021-06-01,23.0,739
2021-06-02,17.0,852
2021-06-03,21.0,382
2021-06-04,28.0,778
2021-06-05,7.0,623
2021-06-06,12.0,596
2021-06-07,26.0,289
2021-06-08,37.0,512
2021-06-09,30.0,638
2021-06-10,42.0,490
2021-06-11,22.0,550
2021-06-12,15.0,453
2021-06-13,4.0,335
2021-06-14,12.0,155
2021-06-15,20.0,403
2021-06-16,13.0,389
2021-06-17,14.0,347
2021-06-18,12.0,341
2021-06-19,12.0,366
2021-06-20,5.0,256
2021-06-21,8.0,79
2021-06-22,3.0,230
2021-06-23,8.0,274
2021-06-24,10.0,258
2021-06-25,31.0,215
2021-06-26,26.0,265
2021-06-27,5.0,233
2021-06-28,17.0,65
2021-06-29,24.0,238
2021-06-30,7.0,225
2021-07-01,9.0,241
2021-07-02,12.0,181
2021-07-03,9.0,282
2021-07-04,5.0,193
2021-07-05,16.0,102
2021-07-06,6.0,234
2021-07-07,4.0,346
2021-07-08,5.0,342
2021-07-09,14.0,367
2021-07-10,2.0,310
2021-07-11,0.0,294
2021-07-12,7.0,102
2021-07-13,8.0,314
2021-07-14,5.0,356
2021-07-15,4.0,373
2021-07-16,4.0,385
