year_week,work_red
2020-07,
2020-08,1.0102407132713036
2020-09,0.8076986289791419
2020-10,0.807567281607555
2020-11,0.3206758080681804
2020-12,0.13709673440434833
2020-13,0.09297734360316058
2020-14,0.1045689594704643
2020-15,0.11465956851432926
2020-16,0.11644500465146475
2020-17,0.15276800050731018
2020-18,0.11862908694026363
2020-19,0.29569143621053623
2020-20,0.3422749654096604
2020-21,0.4215846641611
2020-22,0.4535297761830548
2020-23,0.4168535990295438
2020-24,0.5189822498152974
2020-25,0.5495600950732447
2020-26,0.5578560557569568
2020-27,0.5744412540173076
2020-28,0.5837183750693987
2020-29,0.5868749225037713
2020-30,0.6034232893586535
2020-31,0.5793940369550068
2020-32,0.521759630693846
2020-33,0.3411340553242038
2020-34,0.32437432857530146
2020-35,0.4897921264194423
2020-36,0.5668784055645383
2020-37,0.57379394187385
2020-38,0.6060338480315723
2020-39,0.5864452896552431
2020-40,0.6379231884720916
2020-41,0.6550931541750789
2020-42,0.6585033230507898
2020-43,0.6384565615531665
2020-44,0.5443565718015807
2020-45,0.4860649899361191
2020-46,0.4678934515345558
2020-47,0.4093123956562147
2020-48,0.4396366919359826
2020-49,0.4755629227474213
2020-50,0.428344568657573
2020-51,0.528940895511355
2020-52,0.2690555078382876
2020-53,0.2185860483697393
2021-01,0.4013240447004229
2021-02,0.49043040811960775
2021-03,0.4796822422505772
2021-04,0.5019537730697206
2021-05,0.5337447339349134
2021-06,0.5337024106520042
2021-07,0.5414582388358423
2021-08,0.5494412620174228
2021-09,0.507175607922819
2021-10,0.46827263615535814
2021-11,0.4501200945864762
2021-12,0.4564185119732395
2021-13,0.43391952221406044
2021-14,0.43114678658778216
2021-15,0.5319714987426647
2021-16,0.573328772444207
2021-17,0.6188691853084622
2021-18,0.6407168859915756
2021-19,0.6515000475510406
2021-20,0.701338854376756
2021-21,0.7234726773643471
2021-22,0.6310603197088435
2021-23,0.7030485813636844
2021-24,0.6176432974248742
2021-25,0.6009679140255784
2021-26,0.5973183758251054
2021-27,0.6101804313541771
2021-28,0.5974504400968323
