year_week,oth_red
2020-07,1.0609993402931959
2020-08,0.9968225603193346
2020-09,0.5759789982251939
2020-10,0.550763581233927
2020-11,0.13130263131566597
2020-12,0.03712293931776189
2020-13,0.022796394156366247
2020-14,0.019572577432051937
2020-15,0.028499333103326394
2020-16,0.028151041854023055
2020-17,0.03442425937938668
2020-18,0.043186032511157484
2020-19,0.13503771225840547
2020-20,0.1402028265411099
2020-21,0.3027437872815032
2020-22,0.3639871946868229
2020-23,0.3866573585108163
2020-24,0.4474691111382771
2020-25,0.5279044548353202
2020-26,0.5561274528106106
2020-27,0.5693937377352274
2020-28,0.5883892746479518
2020-29,0.6065910104084533
2020-30,0.5938743735580749
2020-31,0.5803707749540366
2020-32,0.5632299972694844
2020-33,0.4677059384619905
2020-34,
2020-35,0.5543344121106898
2020-36,0.6964513501901862
2020-37,0.7217125612555656
2020-38,0.7314347460539278
2020-39,0.6831549056763467
2020-40,0.6770307352822288
2020-41,0.6975075015345628
2020-42,0.6393237928791381
2020-43,0.5286524467541274
2020-44,0.4373709312411065
2020-45,0.3201034628023402
2020-46,0.1857620072923352
2020-47,0.20458971278165355
2020-48,0.22951917183571763
2020-49,0.2689313082665112
2020-50,0.3303486241565288
2020-51,0.47745756638495784
2020-52,0.3053053265921136
2020-53,0.19613781231497907
2021-01,0.2682283347625757
2021-02,0.3114610583068727
2021-03,0.23921278700145834
2021-04,0.322263942205326
2021-05,0.3858670662344412
2021-06,0.4245169981956551
2021-07,0.42024265925880694
2021-08,0.45995242204318004
2021-09,0.337325570990933
2021-10,0.3193080231210446
2021-11,0.2228423569752121
2021-12,0.2592762307307153
2021-13,0.27988890826761653
2021-14,0.23667694194994324
2021-15,0.37970173545497893
2021-16,0.43219635239028037
2021-17,0.468055050917694
2021-18,0.5919474708251363
2021-19,0.5510749760879282
2021-20,0.6368042646404787
2021-21,0.6526033446896261
2021-22,0.6863371053360944
2021-23,0.7126855945948927
2021-24,0.6857029812788991
2021-25,0.6906621911100663
2021-26,0.7025122974440238
2021-27,0.7155451904277842
2021-28,0.6977268664702284
