year_week,work_red
2020-07,
2020-08,1.0029129908304213
2020-09,0.6213555130354413
2020-10,0.6670330437197485
2020-11,0.3072648550807514
2020-12,0.1275887706741088
2020-13,0.06854572555103151
2020-14,0.07454522375332137
2020-15,0.08976200488674442
2020-16,0.10163227564400124
2020-17,0.13840266283632077
2020-18,0.09733418150505456
2020-19,0.2759982228934093
2020-20,0.30186582296176506
2020-21,0.3752875542482586
2020-22,0.40616000517619416
2020-23,0.35033681463785177
2020-24,0.4479254018095627
2020-25,0.4749169665654807
2020-26,0.4752364353161017
2020-27,0.49602916421341936
2020-28,0.5008214922844046
2020-29,0.5107159041441947
2020-30,0.5045717328416439
2020-31,0.48769417320220587
2020-32,0.3861489997978285
2020-33,0.1857823753547468
2020-34,0.19423578375628653
2020-35,0.34040516707764124
2020-36,0.4618170929096399
2020-37,0.4798888924441647
2020-38,0.5320587917994095
2020-39,0.5401101586000823
2020-40,0.5874322563842156
2020-41,0.6262017430125112
2020-42,0.6349942052478357
2020-43,0.606906005481047
2020-44,0.5207572695336863
2020-45,0.4566275481906668
2020-46,0.4057988693025871
2020-47,0.4216155544443689
2020-48,0.4470752576683861
2020-49,0.4808534610783363
2020-50,0.4157333260179468
2020-51,0.5559469715991264
2020-52,0.2446655947919183
2020-53,0.12154419765319573
2021-01,0.35812302620360054
2021-02,0.5165176638494074
2021-03,0.47039115375935836
2021-04,0.5284905572294911
2021-05,0.5505708334268351
2021-06,0.5717631537638876
2021-07,0.5312169440708215
2021-08,0.5894725634166792
2021-09,0.5454511168140489
2021-10,0.48917210119490623
2021-11,0.44979438101853647
2021-12,0.4667540782340727
2021-13,0.4382748671409447
2021-14,0.43547313061946463
2021-15,0.6055335724302365
2021-16,0.6350234925639173
2021-17,0.645501601343527
2021-18,0.6776417809455137
2021-19,0.669126443631127
2021-20,0.7117441366930726
2021-21,0.7202790348785141
2021-22,0.6036235548860327
2021-23,0.6772795200224404
2021-24,0.5992255856075628
2021-25,0.569639919519252
2021-26,0.5831523505707565
2021-27,0.5749627356557857
2021-28,0.5474964787167792
