date,colore_num,colore_num_round
2021-02-19,1.095369104602075,1.0
2021-02-20,1.095369104602075,1.0
2021-02-21,1.095369104602075,1.0
2021-02-22,1.095369104602075,1.0
2021-02-23,1.095369104602075,1.0
2021-02-24,1.095369104602075,1.0
2021-02-25,1.095369104602075,1.0
2021-02-26,1.095369104602075,1.0
2021-02-27,1.095369104602075,1.0
2021-02-28,1.095369104602075,1.0
2021-03-01,1.8968107371472027,2.0
2021-03-02,1.8968107371472027,2.0
2021-03-03,1.8968107371472027,2.0
2021-03-04,1.8968107371472027,2.0
2021-03-05,1.8968107371472027,2.0
2021-03-06,1.8968107371472027,2.0
2021-03-07,1.8968107371472027,2.0
2021-03-08,1.8968107371472027,2.0
2021-03-09,1.8968107371472027,2.0
2021-03-10,1.8968107371472027,2.0
2021-03-11,1.8968107371472027,2.0
2021-03-12,1.8968107371472027,2.0
2021-03-13,1.8968107371472027,2.0
2021-03-14,1.8968107371472027,2.0
2021-03-15,2.8968107371472027,3.0
2021-03-16,2.8968107371472027,3.0
2021-03-17,2.8968107371472027,3.0
2021-03-18,2.8968107371472027,3.0
2021-03-19,2.8968107371472027,3.0
2021-03-20,2.8968107371472027,3.0
2021-03-21,2.8968107371472027,3.0
2021-03-22,2.8968107371472027,3.0
2021-03-23,2.8968107371472027,3.0
2021-03-24,2.8968107371472027,3.0
2021-03-25,2.8968107371472027,3.0
2021-03-26,2.8968107371472027,3.0
2021-03-27,2.8968107371472027,3.0
2021-03-28,2.8968107371472027,3.0
2021-03-29,2.904630895397925,3.0
2021-03-30,2.904630895397925,3.0
2021-03-31,2.904630895397925,3.0
2021-04-01,2.904630895397925,3.0
2021-04-02,2.904630895397925,3.0
2021-04-03,3.0,3.0
2021-04-04,3.0,3.0
2021-04-05,3.0,3.0
2021-04-06,2.904630895397925,3.0
2021-04-07,2.904630895397925,3.0
2021-04-08,2.904630895397925,3.0
2021-04-09,2.904630895397925,3.0
2021-04-10,2.904630895397925,3.0
2021-04-11,2.904630895397925,3.0
2021-04-12,2.0078201582507225,2.0
2021-04-13,2.0078201582507225,2.0
2021-04-14,2.0078201582507225,2.0
2021-04-15,2.0078201582507225,2.0
2021-04-16,2.0078201582507225,2.0
2021-04-17,2.0078201582507225,2.0
2021-04-18,2.0078201582507225,2.0
2021-04-19,2.0078201582507225,2.0
2021-04-20,2.0078201582507225,2.0
2021-04-21,2.0078201582507225,2.0
2021-04-22,2.0078201582507225,2.0
2021-04-23,2.0078201582507225,2.0
2021-04-24,2.0078201582507225,2.0
2021-04-25,2.0078201582507225,2.0
2021-04-26,1.0078201582507222,1.0
2021-04-27,1.0078201582507222,1.0
2021-04-28,1.0078201582507222,1.0
2021-04-29,1.0078201582507222,1.0
2021-04-30,1.0078201582507222,1.0
2021-05-01,1.0078201582507222,1.0
2021-05-02,1.0078201582507222,1.0
2021-05-03,1.0156403165014445,1.0
2021-05-04,1.0156403165014445,1.0
2021-05-05,1.0156403165014445,1.0
2021-05-06,1.0156403165014445,1.0
2021-05-07,1.0156403165014445,1.0
2021-05-08,1.0156403165014445,1.0
2021-05-09,1.0156403165014445,1.0
2021-05-10,1.0078201582507222,1.0
2021-05-11,1.0078201582507222,1.0
2021-05-12,1.0078201582507222,1.0
2021-05-13,1.0078201582507222,1.0
2021-05-14,1.0078201582507222,1.0
2021-05-15,1.0078201582507222,1.0
2021-05-16,1.0078201582507222,1.0
2021-05-17,1.0078201582507222,1.0
2021-05-18,1.0078201582507222,1.0
2021-05-19,1.0078201582507222,1.0
2021-05-20,1.0078201582507222,1.0
2021-05-21,1.0078201582507222,1.0
2021-05-22,1.0078201582507222,1.0
2021-05-23,1.0078201582507222,1.0
2021-05-24,1.0,1.0
2021-05-25,1.0,1.0
2021-05-26,1.0,1.0
2021-05-27,1.0,1.0
2021-05-28,1.0,1.0
2021-05-29,1.0,1.0
2021-05-30,1.0,1.0
2021-05-31,1.0,1.0
2021-06-01,1.0,1.0
2021-06-02,1.0,1.0
2021-06-03,1.0,1.0
2021-06-04,1.0,1.0
2021-06-05,1.0,1.0
2021-06-06,1.0,1.0
2021-06-07,0.904630895397925,1.0
2021-06-08,0.904630895397925,1.0
2021-06-09,0.904630895397925,1.0
2021-06-10,0.904630895397925,1.0
2021-06-11,0.904630895397925,1.0
2021-06-12,0.904630895397925,1.0
2021-06-13,0.904630895397925,1.0
2021-06-14,0.007820158250722277,0.0
2021-06-15,0.007820158250722277,0.0
2021-06-16,0.007820158250722277,0.0
2021-06-17,0.007820158250722277,0.0
2021-06-18,0.007820158250722277,0.0
2021-06-19,0.007820158250722277,0.0
2021-06-20,0.007820158250722277,0.0
2021-06-21,0.007820158250722277,0.0
2021-06-22,0.007820158250722277,0.0
2021-06-23,0.007820158250722277,0.0
2021-06-24,0.007820158250722277,0.0
2021-06-25,0.007820158250722277,0.0
2021-06-26,0.007820158250722277,0.0
2021-06-27,0.007820158250722277,0.0
2021-06-28,0.0,0.0
2021-06-29,0.0,0.0
2021-06-30,0.0,0.0
2021-07-01,0.0,0.0
2021-07-02,0.0,0.0
2021-07-03,0.0,0.0
2021-07-04,0.0,0.0
2021-07-05,0.0,0.0
2021-07-06,0.0,0.0
2021-07-07,0.0,0.0
2021-07-08,0.0,0.0
2021-07-09,0.0,0.0
2021-07-10,0.0,0.0
2021-07-11,0.0,0.0
2021-07-12,0.0,0.0
2021-07-13,0.0,0.0
2021-07-14,0.0,0.0
2021-07-15,0.0,0.0
