year_week,oth_red
2020-07,1.163482406738476
2020-08,1.0736765182153782
2020-09,0.8612792411034944
2020-10,0.7059486108009402
2020-11,0.174614766557793
2020-12,0.04469066391766518
2020-13,0.029773460380673446
2020-14,0.027539819057349535
2020-15,0.038873526892705686
2020-16,0.03697717111804517
2020-17,0.04380379462346011
2020-18,0.06124240226379514
2020-19,0.16728191095241976
2020-20,0.18244868406900835
2020-21,0.3317902557282969
2020-22,0.3789848618422897
2020-23,0.4682471623301505
2020-24,0.49947153557977647
2020-25,0.5909581996392469
2020-26,0.6415349852951814
2020-27,0.659493507843251
2020-28,0.6846355823496847
2020-29,0.7139360644200466
2020-30,0.7104677052345287
2020-31,0.7231048686780415
2020-32,0.7698581137105655
2020-33,0.7246762945731461
2020-34,0.7211844585890436
2020-35,0.6914619144651246
2020-36,0.7252497343652369
2020-37,0.7633761340776577
2020-38,0.783388358154428
2020-39,0.66877179285713
2020-40,0.7310649020353601
2020-41,0.6943475520655629
2020-42,0.6460764017765633
2020-43,0.592708667034138
2020-44,0.4991178654623849
2020-45,0.44147882042604475
2020-46,0.37521125799913524
2020-47,0.30498040672659077
2020-48,0.34683840058961196
2020-49,0.34312076149522763
2020-50,0.4140666351583387
2020-51,0.5394137216276554
2020-52,0.3397951250474585
2020-53,0.21534450069144878
2021-01,0.27513635079107585
2021-02,0.3845398572533517
2021-03,0.32380472637275304
2021-04,0.36190873108850796
2021-05,0.42115484911508855
2021-06,0.39262098393551803
2021-07,0.4151740037520478
2021-08,0.4345111951165722
2021-09,0.39269562257602963
2021-10,0.3721403363027857
2021-11,0.24997684978798065
2021-12,0.286149678212385
2021-13,0.3218283958611759
2021-14,0.3027156328264052
2021-15,0.39066481939887543
2021-16,0.44915498409618815
2021-17,0.5089049812248818
2021-18,0.6172497486963229
2021-19,0.5887298637991636
2021-20,0.6680880883212447
2021-21,0.7190079347157254
2021-22,0.7524983926636957
2021-23,0.7694030401084417
2021-24,0.7741506919326487
2021-25,0.7989431483510318
2021-26,0.8213216241750619
2021-27,0.8500815409110085
2021-28,0.8757380148909968
