Date,daily_Deaths,daily_Confirmed
2021-02-03,167.0,3282
2021-02-04,146.0,3430
2021-02-05,117.0,3367
2021-02-06,138.0,3707
2021-02-07,77.0,2808
2021-02-08,94.0,2168
2021-02-09,129.0,2834
2021-02-10,85.0,3213
2021-02-11,153.0,3395
2021-02-12,79.0,3443
2021-02-13,81.0,3394
2021-02-14,70.0,2616
2021-02-15,49.0,1910
2021-02-16,96.0,2625
2021-02-17,117.0,2611
2021-02-18,70.0,3639
2021-02-19,106.0,3568
2021-02-20,54.0,4083
2021-02-21,66.0,3426
2021-02-22,58.0,2744
2021-02-23,77.0,3497
2021-02-24,73.0,3537
2021-02-25,82.0,4838
2021-02-26,67.0,4918
2021-02-27,72.0,5007
2021-02-28,44.0,4417
2021-03-01,41.0,3550
2021-03-02,83.0,4203
2021-03-03,70.0,5058
2021-03-04,61.0,5157
2021-03-05,90.0,6210
2021-03-06,61.0,5974
2021-03-07,62.0,5208
2021-03-08,89.0,4330
2021-03-09,93.0,5026
2021-03-10,76.0,5200
2021-03-11,85.0,6086
2021-03-12,85.0,6808
2021-03-13,74.0,7007
2021-03-14,73.0,5590
2021-03-15,92.0,4178
2021-03-16,156.0,5122
2021-03-17,131.0,5646
2021-03-18,130.0,5771
2021-03-19,89.0,6448
2021-03-20,85.0,5933
2021-03-21,60.0,4843
2021-03-22,82.0,3619
2021-03-23,138.0,4431
2021-03-24,98.0,4999
2021-03-25,97.0,5087
2021-03-26,114.0,5645
2021-03-27,67.0,5014
2021-03-28,69.0,4228
2021-03-29,85.0,3159
2021-03-30,140.0,3140
2021-03-31,113.0,4758
2021-04-01,118.0,4419
2021-04-02,107.0,4158
2021-04-03,98.0,4076
2021-04-04,82.0,3477
2021-04-05,68.0,2380
2021-04-06,78.0,1422
2021-04-07,153.0,2222
2021-04-08,80.0,3061
2021-04-09,105.0,3029
2021-04-10,62.0,3165
2021-04-11,80.0,2416
2021-04-12,53.0,1858
2021-04-13,105.0,2245
2021-04-14,68.0,2352
2021-04-15,73.0,2658
2021-04-16,90.0,2677
2021-04-17,64.0,2338
2021-04-18,52.0,2234
2021-04-19,49.0,1449
2021-04-20,67.0,2088
2021-04-21,52.0,2351
2021-04-22,66.0,2480
2021-04-23,43.0,2424
2021-04-24,63.0,2315
2021-04-25,43.0,2131
2021-04-26,35.0,1591
2021-04-27,68.0,1894
2021-04-28,50.0,1871
2021-04-29,47.0,2267
2021-04-30,35.0,2285
2021-05-01,50.0,2291
2021-05-02,31.0,1413
2021-05-03,18.0,1078
2021-05-04,45.0,1502
2021-05-05,35.0,1637
2021-05-06,29.0,1885
2021-05-07,32.0,1738
2021-05-08,29.0,1636
2021-05-09,7.0,1350
2021-05-10,15.0,772
2021-05-11,34.0,1040
2021-05-12,31.0,1256
2021-05-13,35.0,1304
2021-05-14,22.0,1164
2021-05-15,25.0,1042
2021-05-16,11.0,906
2021-05-17,13.0,549
2021-05-18,24.0,800
2021-05-19,22.0,846
2021-05-20,17.0,898
2021-05-21,16.0,815
2021-05-22,16.0,680
2021-05-23,11.0,564
2021-05-24,11.0,504
2021-05-25,14.0,394
2021-05-26,14.0,620
2021-05-27,11.0,651
2021-05-28,10.0,557
2021-05-29,15.0,575
2021-05-30,4.0,444
2021-05-31,5.0,277
2021-06-01,16.0,280
2021-06-02,5.0,423
2021-06-03,7.0,348
2021-06-04,11.0,331
2021-06-05,12.0,396
2021-06-06,3.0,319
2021-06-07,5.0,211
2021-06-08,12.0,323
2021-06-09,10.0,312
2021-06-10,10.0,317
2021-06-11,8.0,273
2021-06-12,2.0,254
2021-06-13,3.0,240
2021-06-14,1.0,162
2021-06-15,3.0,150
2021-06-16,4.0,192
2021-06-17,3.0,203
2021-06-18,7.0,183
2021-06-19,2.0,182
2021-06-20,2.0,118
2021-06-21,2.0,96
2021-06-22,8.0,161
2021-06-23,-15.0,131
2021-06-24,3.0,140
2021-06-25,5.0,123
2021-06-26,3.0,133
2021-06-27,3.0,114
2021-06-28,2.0,91
2021-06-29,7.0,102
2021-06-30,1.0,109
2021-07-01,1.0,150
2021-07-02,4.0,135
2021-07-03,1.0,151
2021-07-04,0.0,124
2021-07-05,1.0,106
2021-07-06,0.0,177
2021-07-07,0.0,174
2021-07-08,2.0,271
2021-07-09,1.0,237
2021-07-10,2.0,300
2021-07-11,2.0,241
2021-07-12,2.0,213
2021-07-13,1.0,373
2021-07-14,1.0,457
2021-07-15,1.0,551
2021-07-16,1.0,694
