Date,daily_Deaths,daily_Confirmed
2020-06-12,41.0,310
2020-06-13,35.0,254
2020-06-14,30.0,278
2020-06-15,12.0,269
2020-06-16,19.0,176
2020-06-17,25.0,288
2020-06-18,47.0,254
2020-06-19,30.0,190
2020-06-20,34.0,204
2020-06-21,23.0,161
2020-06-22,10.0,158
2020-06-23,11.0,72
2020-06-24,16.0,112
2020-06-25,28.0,204
2020-06-26,22.0,175
2020-06-27,6.0,93
2020-06-28,19.0,115
2020-06-29,3.0,87
2020-06-30,7.0,77
2020-07-01,7.0,130
2020-07-02,26.0,113
2020-07-03,8.0,135
2020-07-04,18.0,110
2020-07-05,6.0,124
2020-07-06,5.0,119
2020-07-07,16.0,60
2020-07-08,12.0,99
2020-07-09,6.0,139
2020-07-10,8.0,160
2020-07-11,6.0,82
2020-07-12,8.0,81
2020-07-13,10.0,101
2020-07-14,8.0,39
2020-07-15,8.0,75
2020-07-16,13.0,95
2020-07-17,5.0,65
2020-07-18,10.0,109
2020-07-19,0.0,59
2020-07-20,9.0,69
2020-07-21,4.0,54
2020-07-22,1.0,71
2020-07-23,4.0,106
2020-07-24,0.0,69
2020-07-25,2.0,98
2020-07-26,1.0,89
2020-07-27,1.0,62
2020-07-28,1.0,78
2020-07-29,1.0,82
2020-07-30,0.0,111
2020-07-31,6.0,102
2020-08-01,1.0,87
2020-08-02,8.0,60
2020-08-03,6.0,40
2020-08-04,2.0,57
2020-08-05,7.0,166
2020-08-06,6.0,154
2020-08-07,1.0,119
2020-08-08,4.0,113
2020-08-09,1.0,116
2020-08-10,0.0,62
2020-08-11,0.0,105
2020-08-12,2.0,170
2020-08-13,3.0,163
2020-08-14,1.0,132
2020-08-15,1.0,174
2020-08-16,3.0,113
2020-08-17,1.0,76
2020-08-18,1.0,104
2020-08-19,5.0,165
2020-08-20,4.0,238
2020-08-21,6.0,234
2020-08-22,1.0,260
2020-08-23,4.0,309
2020-08-24,1.0,176
2020-08-25,0.0,190
2020-08-26,1.0,385
2020-08-27,0.0,412
2020-08-28,4.0,455
2020-08-29,0.0,430
2020-08-30,4.0,350
2020-08-31,2.0,225
2020-09-01,2.0,303
2020-09-02,3.0,352
2020-09-03,3.0,329
2020-09-04,7.0,468
2020-09-05,3.0,537
2020-09-06,5.0,365
2020-09-07,9.0,205
2020-09-08,4.0,382
2020-09-09,4.0,381
2020-09-10,2.0,433
2020-09-11,4.0,399
2020-09-12,0.0,475
2020-09-13,3.0,427
2020-09-14,5.0,254
2020-09-15,2.0,359
2020-09-16,3.0,350
2020-09-17,4.0,392
2020-09-18,2.0,517
2020-09-19,12.0,395
2020-09-20,8.0,397
2020-09-21,2.0,213
2020-09-22,4.0,372
2020-09-23,3.0,401
2020-09-24,13.0,438
2020-09-25,4.0,471
2020-09-26,7.0,471
2020-09-27,6.0,393
2020-09-28,3.0,323
2020-09-29,8.0,400
2020-09-30,6.0,428
2020-10-01,10.0,546
2020-10-02,5.0,677
2020-10-03,6.0,834
2020-10-04,4.0,615
2020-10-05,3.0,500
2020-10-06,4.0,784
2020-10-07,9.0,998
2020-10-08,1.0,1189
2020-10-09,2.0,1598
2020-10-10,6.0,1896
2020-10-11,8.0,1845
2020-10-12,8.0,1368
2020-10-13,10.0,2145
2020-10-14,22.0,2742
2020-10-15,32.0,3599
2020-10-16,17.0,3852
2020-10-17,16.0,4178
2020-10-18,26.0,4541
2020-10-19,16.0,3078
2020-10-20,31.0,4401
2020-10-21,36.0,6581
2020-10-22,60.0,6452
2020-10-23,23.0,7823
2020-10-24,72.0,7651
2020-10-25,42.0,8803
2020-10-26,45.0,5758
2020-10-27,87.0,8677
2020-10-28,82.0,11388
2020-10-29,98.0,11120
2020-10-30,82.0,12833
2020-10-31,128.0,12978
2020-11-01,78.0,11502
2020-11-02,81.0,8002
2020-11-03,167.0,11119
2020-11-04,158.0,12586
2020-11-05,215.0,13315
2020-11-06,182.0,16068
2020-11-07,195.0,17135
2020-11-08,157.0,11143
2020-11-09,171.0,8392
2020-11-10,243.0,15913
2020-11-11,276.0,12360
2020-11-12,301.0,15258
2020-11-13,200.0,17204
2020-11-14,231.0,13936
2020-11-15,255.0,12707
2020-11-16,190.0,8068
2020-11-17,299.0,11893
2020-11-18,266.0,11776
2020-11-19,270.0,13685
2020-11-20,299.0,13998
2020-11-21,269.0,12601
2020-11-22,252.0,8445
2020-11-23,246.0,7381
2020-11-24,286.0,7538
2020-11-25,266.0,8538
2020-11-26,298.0,9062
2020-11-27,292.0,9245
2020-11-28,250.0,7298
2020-11-29,239.0,5708
2020-11-30,304.0,3397
2020-12-01,332.0,6029
2020-12-02,256.0,5384
2020-12-03,467.0,6445
2020-12-04,228.0,7059
2020-12-05,204.0,4964
2020-12-06,218.0,4020
2020-12-07,145.0,2623
2020-12-08,210.0,2892
2020-12-09,168.0,2347
2020-12-10,268.0,3405
2020-12-11,256.0,4842
2020-12-12,170.0,4467
2020-12-13,190.0,3711
2020-12-14,132.0,1710
2020-12-15,214.0,3732
2020-12-16,210.0,4522
2020-12-17,169.0,4048
2020-12-18,172.0,4265
2020-12-19,156.0,2876
2020-12-20,82.0,2931
2020-12-21,98.0,1747
2020-12-22,158.0,3069
2020-12-23,179.0,3325
2020-12-24,128.0,4076
2020-12-25,144.0,3959
2020-12-26,51.0,2081
2020-12-27,70.0,1062
2020-12-28,70.0,1120
2020-12-29,122.0,1988
2020-12-30,127.0,3148
2020-12-31,125.0,5727
2021-01-01,127.0,4543
2021-01-02,100.0,2045
2021-01-03,52.0,2706
2021-01-04,42.0,1540
2021-01-05,129.0,2872
2021-01-06,156.0,4506
2021-01-07,68.0,4032
2021-01-08,177.0,3233
2021-01-09,114.0,4586
2021-01-10,82.0,4463
2021-01-11,91.0,2350
2021-01-12,125.0,2337
2021-01-13,110.0,3668
2021-01-14,103.0,3749
2021-01-15,98.0,3350
2021-01-16,161.0,3531
2021-01-17,97.0,2344
2021-01-18,77.0,1898
2021-01-19,111.0,1915
2021-01-20,134.0,2781
2021-01-21,99.0,3255
2021-01-22,101.0,3150
2021-01-23,147.0,2769
2021-01-24,69.0,2304
2021-01-25,73.0,2256
2021-01-26,132.0,2231
2021-01-27,134.0,3399
2021-01-28,154.0,4045
2021-01-29,140.0,3190
2021-01-30,134.0,2815
2021-01-31,49.0,2299
2021-02-01,71.0,1759
2021-02-02,112.0,1919
2021-02-03,99.0,2801
2021-02-04,81.0,3053
2021-02-05,78.0,3780
2021-02-06,100.0,2924
2021-02-07,76.0,2504
2021-02-08,76.0,1611
2021-02-09,101.0,2515
2021-02-10,64.0,2889
2021-02-11,84.0,3951
2021-02-12,76.0,3736
2021-02-13,85.0,3335
2021-02-14,36.0,2815
2021-02-15,56.0,1586
2021-02-16,85.0,2692
2021-02-17,62.0,3046
2021-02-18,72.0,3386
2021-02-19,73.0,5313
2021-02-20,60.0,4149
2021-02-21,62.0,3587
2021-02-22,78.0,2280
2021-02-23,79.0,3888
2021-02-24,66.0,5062
2021-02-25,71.0,6151
2021-02-26,57.0,6447
2021-02-27,71.0,5740
2021-02-28,43.0,4712
2021-03-01,54.0,3602
2021-03-02,83.0,5714
2021-03-03,91.0,6504
2021-03-04,93.0,7766
2021-03-05,93.0,7846
2021-03-06,99.0,7739
2021-03-07,49.0,6331
2021-03-08,70.0,3760
2021-03-09,94.0,6358
2021-03-10,107.0,6870
2021-03-11,128.0,8609
2021-03-12,126.0,9625
2021-03-13,102.0,8306
2021-03-14,72.0,6219
2021-03-15,111.0,4205
2021-03-16,137.0,6676
2021-03-17,129.0,7234
2021-03-18,148.0,8359
2021-03-19,118.0,9005
2021-03-20,135.0,7470
2021-03-21,107.0,6162
2021-03-22,125.0,3972
2021-03-23,180.0,6113
2021-03-24,148.0,6995
2021-03-25,150.0,8183
2021-03-26,145.0,7738
2021-03-27,159.0,8174
2021-03-28,91.0,5532
2021-03-29,111.0,3661
2021-03-30,163.0,5697
2021-03-31,154.0,6686
2021-04-01,165.0,7829
2021-04-02,169.0,6470
2021-04-03,122.0,6798
2021-04-04,109.0,4942
2021-04-05,95.0,2639
2021-04-06,77.0,1901
2021-04-07,202.0,4519
2021-04-08,174.0,4639
2021-04-09,146.0,5573
2021-04-10,124.0,4729
2021-04-11,122.0,4051
2021-04-12,99.0,1971
2021-04-13,177.0,3311
2021-04-14,169.0,4062
2021-04-15,106.0,4467
2021-04-16,132.0,3984
2021-04-17,115.0,3770
2021-04-18,72.0,2821
2021-04-19,75.0,1996
2021-04-20,111.0,2985
2021-04-21,135.0,3433
2021-04-22,108.0,4343
2021-04-23,87.0,3818
2021-04-24,83.0,3458
2021-04-25,60.0,3220
2021-04-26,62.0,1693
2021-04-27,92.0,2293
2021-04-28,91.0,3934
2021-04-29,67.0,3752
2021-04-30,73.0,3574
2021-05-01,77.0,3298
2021-05-02,38.0,2214
2021-05-03,53.0,1143
2021-05-04,79.0,2177
2021-05-05,64.0,2710
2021-05-06,62.0,3295
2021-05-07,48.0,2810
2021-05-08,56.0,2545
2021-05-09,48.0,2078
2021-05-10,43.0,1014
2021-05-11,50.0,1468
2021-05-12,63.0,2138
2021-05-13,35.0,2246
2021-05-14,48.0,1936
2021-05-15,43.0,1733
2021-05-16,27.0,1299
2021-05-17,29.0,942
2021-05-18,60.0,1124
2021-05-19,43.0,1559
2021-05-20,35.0,1558
2021-05-21,29.0,1323
2021-05-22,18.0,1316
2021-05-23,12.0,1055
2021-05-24,18.0,421
2021-05-25,35.0,847
2021-05-26,22.0,1099
2021-05-27,51.0,1093
2021-05-28,37.0,1011
2021-05-29,17.0,873
2021-05-30,10.0,748
2021-05-31,21.0,311
2021-06-01,22.0,697
2021-06-02,15.0,762
2021-06-03,12.0,528
2021-06-04,11.0,633
2021-06-05,12.0,653
2021-06-06,17.0,529
2021-06-07,15.0,252
2021-06-08,17.0,416
2021-06-09,16.0,483
2021-06-10,7.0,525
2021-06-11,10.0,410
2021-06-12,17.0,368
2021-06-13,7.0,327
2021-06-14,7.0,196
2021-06-15,11.0,268
2021-06-16,8.0,337
2021-06-17,4.0,325
2021-06-18,5.0,190
2021-06-19,6.0,266
2021-06-20,5.0,198
2021-06-21,6.0,111
2021-06-22,5.0,182
2021-06-23,4.0,193
2021-06-24,5.0,203
2021-06-25,2.0,180
2021-06-26,5.0,160
2021-06-27,3.0,162
2021-06-28,3.0,60
2021-06-29,4.0,149
2021-06-30,2.0,172
2021-07-01,2.0,170
2021-07-02,0.0,179
2021-07-03,4.0,185
2021-07-04,1.0,184
2021-07-05,0.0,74
2021-07-06,5.0,174
2021-07-07,0.0,152
2021-07-08,2.0,275
2021-07-09,4.0,288
2021-07-10,3.0,264
2021-07-11,1.0,325
2021-07-12,1.0,121
2021-07-13,3.0,320
2021-07-14,1.0,544
2021-07-15,1.0,480
2021-07-16,3.0,573
