year_week,oth_red
2020-07,1.0458124999999998
2020-08,1.0304678571428572
2020-09,0.8217071428571427
2020-10,0.7028285714285715
2020-11,0.17873214285714284
2020-12,0.038410714285714284
2020-13,0.026067857142857153
2020-14,0.023607142857142858
2020-15,0.034939285714285694
2020-16,0.03289642857142856
2020-17,0.04201071428571429
2020-18,0.05691428571428573
2020-19,0.1673571428571429
2020-20,0.1913428571428571
2020-21,0.3294
2020-22,0.38122142857142854
2020-23,0.44430000000000003
2020-24,0.5281107142857143
2020-25,0.5964964285714286
2020-26,0.6681928571428573
2020-27,0.7584107142857143
2020-28,0.8438714285714287
2020-29,0.8696535714285714
2020-30,0.9775142857142857
2020-31,1.0774892857142857
2020-32,1.2720642857142859
2020-33,1.3812285714285715
2020-34,1.4137785714285713
2020-35,1.1458
2020-36,0.9860499999999999
2020-37,0.9125178571428572
2020-38,0.9123464285714283
2020-39,0.8561857142857143
2020-40,0.9243999999999998
2020-41,0.8560535714285713
2020-42,0.7258857142857142
2020-43,0.6751357142857143
2020-44,0.5446428571428572
2020-45,0.4282035714285715
2020-46,0.33097857142857146
2020-47,0.2986964285714286
2020-48,0.3245857142857142
2020-49,0.4041535714285714
2020-50,0.40748214285714285
2020-51,0.5730750000000001
2020-52,0.40769285714285713
2020-53,0.2956964285714285
2021-01,0.3475
2021-02,0.2706285714285714
2021-03,0.18315357142857147
2021-04,0.22517499999999996
2021-05,0.3574821428571428
2021-06,0.3664321428571428
2021-07,0.45289642857142853
2021-08,0.495575
2021-09,0.49727857142857135
2021-10,0.4983857142857143
2021-11,0.3637142857142857
2021-12,0.41781785714285713
2021-13,0.45196071428571427
2021-14,0.3654107142857143
2021-15,0.3875285714285715
2021-16,0.4002392857142857
2021-17,0.4840535714285714
2021-18,0.5822178571428571
2021-19,0.6055428571428572
2021-20,0.7337678571428572
2021-21,0.8029571428571428
2021-22,0.8958535714285715
2021-23,0.9479892857142856
2021-24,0.9746857142857143
2021-25,1.0703
2021-26,1.2112
2021-27,1.3162642857142859
2021-28,1.3806250000000002
