Exposed_0_9,Exposed_10_19,Exposed_20_24,Exposed_25_29,Exposed_30_39,Exposed_40_49,Exposed_50_59,Exposed_60_69,Exposed_70_79,Exposed_80_plus,Infectious_0_9,Infectious_10_19,Infectious_20_24,Infectious_25_29,Infectious_30_39,Infectious_40_49,Infectious_50_59,Infectious_60_69,Infectious_70_79,Infectious_80_plus,Recovered_0_9,Recovered_10_19,Recovered_20_24,Recovered_25_29,Recovered_30_39,Recovered_40_49,Recovered_50_59,Recovered_60_69,Recovered_70_79,Recovered_80_plus
116.11292290626733,159.7054908485857,81.15851358846368,101.64902939545203,239.05601774819746,250.10482529118136,173.96849694952857,113.90316139767056,59.46267332224071,28.927787021630618,67.89994453688297,94.21619523017193,50.824514697726016,71.31503050471437,153.07620632279534,142.4291735995563,103.85879090404882,61.87332224070993,37.96772046589018,19.08430393788131,23135.615794869518,29209.999518855322,14503.533926251625,17163.5062567314,41934.17348596723,40150.244576944286,29194.746255399,18271.863206866306,10786.376884329118,5080.7425616883
20.490515806988352,25.110926234054354,14.263006100942873,19.686966167498614,39.97659456461453,41.98546866333888,29.12867443150305,20.28962839711592,8.638158624514698,4.821297836938436,11.048807542983916,18.481641708264004,8.437271214642264,10.647032723239047,23.102052135330005,24.307376594564616,20.892290626733224,12.05324459234609,10.847920133111481,2.410648918469218,10015.278727113244,13072.468531287359,6481.090555129927,7817.894999426328,18724.1189537694,17977.341668239642,12818.294334706447,7498.279382210231,4195.701823538338,1923.3873177664525
0.0,0.40177481974486967,0.20088740987243484,0.0,0.20088740987243484,0.20088740987243484,0.20088740987243484,0.20088740987243484,0.0,0.0,0.0,0.0,0.20088740987243484,0.0,0.0,0.20088740987243484,0.20088740987243484,0.0,0.0,0.0,30390.124127925268,38193.67965387192,18821.613315123857,22192.795413580865,54145.50040157075,51927.6618367143,37667.6177934705,23535.855804640458,13989.702793229924,6651.969280762725
29.12867443150305,37.36505823627288,17.678092068774266,23.905601774819747,53.436051026067666,52.02983915696062,38.57038269550749,23.70471436494731,13.258569051580698,8.236383804769828,22.700277315585137,22.901164725457573,9.642595673876873,12.05324459234609,35.757958957293404,34.35174708818636,23.102052135330005,16.271880199667223,12.655906821963395,3.8168607875762617,20198.694809929348,26195.546968973573,13880.750911399058,17008.79458453157,40350.57545643975,38981.01515605743,28506.100070691256,16836.08827894548,9208.823926954836,4147.130371702771
0.20088740987243484,0.6026622296173045,0.0,0.0,0.0,0.20088740987243484,0.0,0.20088740987243484,0.0,0.20088740987243484,0.0,0.8035496394897393,0.20088740987243484,0.0,0.0,0.0,0.20088740987243484,0.0,0.0,0.0,13299.439903178887,17119.363171705732,8259.396141219666,9787.25298217174,23852.870634999945,22850.935071375963,16291.399161327812,9796.531465011529,5688.7643538412,2625.740352123884
4.218635607321132,3.4150859678313923,1.6070992789794787,2.0088740987243483,4.419523017193566,3.615973377703827,4.218635607321132,2.410648918469218,1.4062118691070438,0.6026622296173045,2.0088740987243483,3.2141985579589574,1.0044370493621742,1.6070992789794787,3.8168607875762617,3.615973377703827,1.8079866888519136,0.6026622296173045,0.8035496394897393,0.20088740987243484,12971.037843879654,16492.99528848325,8037.274885358028,9595.497670149414,23319.42816324869,22313.134524351473,16044.535284560068,9767.85251805218,5666.763102865032,2631.7151327404154
8.638158624514698,10.446145313366612,6.22750970604548,7.834608985024959,20.088740987243483,18.883416528008876,13.861231281198004,8.638158624514698,5.82573488630061,1.8079866888519136,4.419523017193566,5.022185246810871,3.4150859678313923,6.22750970604548,11.24969495285635,13.258569051580698,6.629284525790349,4.821297836938436,2.209761508596783,2.209761508596783,19822.072756477875,25149.89006954391,12750.533293361314,15324.539074499702,37083.91687300371,35598.86757788067,26065.156168459856,15977.406867044921,9291.065024852973,4327.146997102029
20.088740987243483,24.307376594564616,12.85679423183583,16.874542429284528,37.96772046589018,34.35174708818636,24.10648918469218,16.070992789794786,11.048807542983916,6.22750970604548,11.852357182473655,13.459456461453135,6.629284525790349,11.24969495285635,25.512701053799223,22.298502495840268,15.870105379922352,9.843483083749307,6.830171935662785,4.017748197448697,8746.094741088646,10995.986246664372,5691.505723771138,6830.439492355352,16493.909078459892,15813.27612893197,11496.180821573047,6878.659486507593,3828.28796138999,1707.873466351332
25.110926234054354,35.757958957293404,16.271880199667223,27.119800332778702,57.45379922351636,59.06089850249584,36.76239600665558,21.8967276760954,13.861231281198004,6.22750970604548,16.070992789794786,21.8967276760954,14.463893510815309,15.468330560177483,37.565945646145316,36.360621186910706,22.4993899057127,13.057681641708264,6.830171935662785,5.624847476428175,32476.65810229136,40220.817279756026,20716.884018224282,24645.12654475201,60083.51854442631,57729.66585612294,42379.259496130486,26801.530306563185,15798.16344854898,7357.41514273342
13.861231281198004,13.861231281198004,8.236383804769828,10.647032723239047,29.12867443150305,25.110926234054354,19.08430393788131,14.463893510815309,7.432834165280089,2.8124237382140875,9.642595673876873,10.847920133111481,7.031059345535219,6.22750970604548,16.070992789794786,15.870105379922352,12.85679423183583,6.428397115917915,5.223072656683306,1.6070992789794787,11053.695598266399,14200.15565400516,7565.759257408703,9197.155531868433,21803.169425846354,21043.31791449689,15319.478083859818,9073.301844264572,4987.53598407041,2207.3651258933564
