year_week,oth_red
2020-07,1.1953536499434598
2020-08,1.078223408507866
2020-09,0.6500117534002373
2020-10,0.6067015801750972
2020-11,0.17004876042802877
2020-12,0.04446528175264156
2020-13,0.029306695918352894
2020-14,0.025937954037257762
2020-15,0.03650333864351456
2020-16,0.038853213227378794
2020-17,0.05078381604229419
2020-18,0.07047093397170659
2020-19,0.17546911849272387
2020-20,0.18460089714495886
2020-21,0.35218495731200294
2020-22,0.40697108924100955
2020-23,0.45557495598452696
2020-24,0.5196491473704882
2020-25,0.6084552671101038
2020-26,0.6626853568713503
2020-27,0.6815143398330993
2020-28,0.7156872157067521
2020-29,0.7698537737993055
2020-30,0.7625244588522117
2020-31,0.7659946633220354
2020-32,0.8278621540537798
2020-33,0.8377364325433877
2020-34,0.8590417425286182
2020-35,0.7909850581351312
2020-36,0.8082060232502518
2020-37,0.8441635983028203
2020-38,0.8907251933071808
2020-39,0.8035402521764204
2020-40,0.7995728217277985
2020-41,0.7744763623470767
2020-42,0.7620725522425796
2020-43,0.7105269657370691
2020-44,0.5780427208323645
2020-45,0.479794907039771
2020-46,0.4056241198780512
2020-47,0.3326658770099548
2020-48,0.3525297430717563
2020-49,0.3387959789890312
2020-50,0.4193442155985726
2020-51,0.5121423933366266
2020-52,0.30746062424315906
2020-53,0.1815298988380358
2021-01,0.2595266582044778
2021-02,0.2976363547761975
2021-03,0.27455704260193475
2021-04,0.3088184101909522
2021-05,0.41803997418038846
2021-06,0.43577091191446066
2021-07,0.43587682068273104
2021-08,0.43592814711963934
2021-09,0.40076860000912434
2021-10,0.30254894562123363
2021-11,0.2108108307767977
2021-12,0.25270550187055224
2021-13,0.2814577074502345
2021-14,0.2701768005766067
2021-15,0.3925859689016789
2021-16,0.4496949897318311
2021-17,0.5324682832981588
2021-18,0.6574582535205538
2021-19,0.6177789035913511
2021-20,0.7063395134557469
2021-21,0.7447357165873293
2021-22,0.826854723605532
2021-23,0.7975349741013665
2021-24,0.8020316366841227
2021-25,0.8334408043441023
2021-26,0.8412852755559267
2021-27,0.9038195487056366
2021-28,0.9194325546310574
