year_week,work_red
2020-07,
2020-08,1.0127026891674986
2020-09,0.7089069981169356
2020-10,0.7622835580124769
2020-11,0.42651785956958926
2020-12,0.19275147626275038
2020-13,0.10554785116089074
2020-14,0.10724410646120953
2020-15,0.128087928931659
2020-16,0.1464820755579467
2020-17,0.19987879992247362
2020-18,0.14202112182828142
2020-19,0.35555581613449055
2020-20,0.39133762004612044
2020-21,0.4641844237731812
2020-22,0.48966079043553457
2020-23,0.41525112206743586
2020-24,0.5307193617100552
2020-25,0.554012953011064
2020-26,0.5534314601712992
2020-27,0.574610702992411
2020-28,0.569728049301022
2020-29,0.5764034163110996
2020-30,0.5684068319530244
2020-31,0.5625609879189748
2020-32,0.4812241111964341
2020-33,0.2394275145704561
2020-34,0.26860189030520126
2020-35,0.47504784369697794
2020-36,0.5531977219851549
2020-37,0.5625366835197916
2020-38,0.6192463332029253
2020-39,0.6389840753143822
2020-40,0.6995881107258255
2020-41,0.7334910019453416
2020-42,0.7544237020542868
2020-43,0.7607650787465158
2020-44,0.690737759502892
2020-45,0.6114686977238258
2020-46,0.6014056386383624
2020-47,0.577140534821668
2020-48,0.5934733688495716
2020-49,0.612249332692718
2020-50,0.5106923841424963
2020-51,0.6523337969658289
2020-52,0.2835093418413676
2020-53,0.13373730967313385
2021-01,0.39710049246808454
2021-02,0.5855342454265102
2021-03,0.5705188032590723
2021-04,0.5953810101442734
2021-05,0.6286358333936265
2021-06,0.639805700092733
2021-07,0.6225322863424027
2021-08,0.6647719949498726
2021-09,0.6364297086128425
2021-10,0.5935060671582598
2021-11,0.5070704656036732
2021-12,0.524717403792205
2021-13,0.49791715146947524
2021-14,0.5313194849868551
2021-15,0.6991138400574101
2021-16,0.7238945117186024
2021-17,0.7497441769302029
2021-18,0.7776465354087115
2021-19,0.7771532281613561
2021-20,0.8120009962712318
2021-21,0.8331955848459272
2021-22,0.7071364148308649
2021-23,0.7371236929153888
2021-24,0.6963702189291087
2021-25,0.6721458737410385
2021-26,0.6639013312262093
2021-27,0.6664094083548291
2021-28,0.6457243790234072
