year_week,oth_red
2020-07,1.07185
2020-08,1.0594357142857143
2020-09,0.9667285714285715
2020-10,0.7895321428571428
2020-11,0.19734285714285713
2020-12,0.05649285714285714
2020-13,0.04547142857142856
2020-14,0.04279285714285714
2020-15,0.05573214285714285
2020-16,0.046525
2020-17,0.05035357142857143
2020-18,0.0661
2020-19,0.17474285714285714
2020-20,0.21151071428571427
2020-21,0.37982499999999997
2020-22,0.4781714285714286
2020-23,0.516482142857143
2020-24,0.5845357142857143
2020-25,0.7093749999999999
2020-26,0.8270464285714285
2020-27,0.9623392857142857
2020-28,1.0833892857142857
2020-29,1.2107642857142857
2020-30,1.3120392857142857
2020-31,1.4464964285714286
2020-32,1.6872464285714288
2020-33,1.8648357142857146
2020-34,1.810164285714286
2020-35,1.5450250000000003
2020-36,1.2858678571428572
2020-37,1.1409999999999998
2020-38,1.0686321428571428
2020-39,0.9846928571428569
2020-40,0.9914107142857141
2020-41,0.9338821428571428
2020-42,0.8326178571428572
2020-43,0.7971321428571428
2020-44,0.621525
2020-45,0.5430714285714286
2020-46,0.5199571428571429
2020-47,0.490867857142857
2020-48,0.48799642857142855
2020-49,0.5284964285714285
2020-50,0.5150071428571429
2020-51,0.7070821428571429
2020-52,0.4687071428571429
2020-53,0.23404642857142854
2021-01,0.3331607142857143
2021-02,0.44060357142857143
2021-03,0.41968214285714284
2021-04,0.3333214285714286
2021-05,0.39517142857142856
2021-06,0.5161428571428572
2021-07,0.5410464285714285
2021-08,0.56805
2021-09,0.5976607142857143
2021-10,0.5757214285714286
2021-11,0.5711250000000001
2021-12,0.4517928571428572
2021-13,0.4446499999999999
2021-14,0.3889107142857143
2021-15,0.2620857142857143
2021-16,0.32441071428571433
2021-17,0.37528214285714284
2021-18,0.5909785714285716
2021-19,0.584625
2021-20,0.7977571428571427
2021-21,0.8934285714285712
2021-22,1.0405642857142856
2021-23,1.0906285714285713
2021-24,1.0877642857142857
2021-25,1.2230928571428572
2021-26,1.3731642857142856
2021-27,1.5544392857142857
2021-28,1.6129
