year_week,work_red
2020-07,
2020-08,1.008614285714286
2020-09,0.9121285714285714
2020-10,0.8342142857142855
2020-11,0.35377142857142857
2020-12,0.18030000000000004
2020-13,0.13808571428571428
2020-14,0.1499
2020-15,0.16231428571428572
2020-16,0.15571428571428575
2020-17,0.19125714285714282
2020-18,0.1407142857142857
2020-19,0.32328571428571434
2020-20,0.35829999999999995
2020-21,0.4338714285714286
2020-22,0.4702571428571427
2020-23,0.43309999999999993
2020-24,0.5246142857142856
2020-25,0.5539857142857143
2020-26,0.5604571428571428
2020-27,0.5798142857142857
2020-28,0.5841857142857142
2020-29,0.5951428571428572
2020-30,0.6084571428571428
2020-31,0.5951428571428572
2020-32,0.5798142857142857
2020-33,0.42841428571428564
2020-34,0.39188571428571434
2020-35,0.5372142857142858
2020-36,0.6088285714285716
2020-37,0.5908857142857143
2020-38,0.6584285714285717
2020-39,0.6332714285714287
2020-40,0.6796714285714287
2020-41,0.7250571428571428
2020-42,0.7322999999999998
2020-43,0.7299714285714284
2020-44,0.5981571428571429
2020-45,0.5740857142857143
2020-46,0.5733142857142857
2020-47,0.5669571428571428
2020-48,0.5841571428571429
2020-49,0.5973285714285714
2020-50,0.5114285714285715
2020-51,0.6309142857142859
2020-52,0.29995714285714287
2020-53,0.19747142857142858
2021-01,0.4245285714285714
2021-02,0.5589285714285713
2021-03,0.5582428571428572
2021-04,0.5349999999999999
2021-05,0.5798142857142857
2021-06,0.6174000000000002
2021-07,0.6210142857142859
2021-08,0.6700714285714285
2021-09,0.6913142857142857
2021-10,0.6913142857142857
2021-11,0.7129285714285716
2021-12,0.6724857142857144
2021-13,0.5686571428571428
2021-14,0.5247142857142858
2021-15,0.5021999999999999
2021-16,0.5455
2021-17,0.5786285714285714
2021-18,0.7347142857142857
2021-19,0.7347714285714285
2021-20,0.8281000000000001
2021-21,0.8570571428571426
2021-22,0.7588714285714284
2021-23,0.8623142857142857
2021-24,0.6794714285714285
2021-25,0.6794714285714285
2021-26,0.6889285714285714
2021-27,0.7032142857142857
2021-28,0.6724000000000001
